N=194124, N_branch=500, dt_b=-0.0001, dt_f=0.0001, rtol=1e-9
T_min=0, T_max_b=-6.283185307179586, T_max_f=12.566370614359172, ZOOM=False
Features: normalized position and unit tangent blocks.
Perigee: first noninitial geocentric minimum outside lunar SOI within each interval, before any detected surface entry.
Frame: geocentric inertial axes coincident with synodic axes at t=0.
STD: ddof=0; w statistics use offsets from the cluster circular mean (angle_origin_deg).
angle_resultant: 1=concentrated directions; 0=no defined mean direction. Broad angular clouds require caution with linearized moments.
NaN: missing event, undefined parameter/statistic, or missing representative parameter.

K=10, STD=0.01603226725
n = trajectories per cluster; conditions overlap.
n = 1: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 10: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 100: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)

K=10, phase=backward, parameter=a [km]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
41 65254 77 77 0 11.22446351 45.5463672 -59.01429376 74.85550422 133.869798 -59.29533643 174.7056323 234.0009687 0.9662728521 79.69092793 156.6372222 351.0400586 0.7628002391
42 26234 224 224 0 -1.91082385 16.06085194 -20.24120758 30.09431345 50.33552104 -23.06828882 54.56235443 77.63064325 0.8512894378 43.75948899 68.22752996 23.94851428 0.9615799232
43 27480 433 433 0 0.005161327067 4.50182484 -11.77300441 6.94413598 18.71714039 -16.12343003 9.112731706 25.23616174 -1.070613679 10.8754824 15.22590802 315.0019245 0.9969220883
44 60 430 71 359 -1.203553328 10.82728966 -13.76883036 22.23065591 35.99948626 -14.62967089 37.46543004 52.09510093 1.419300902 nan nan 223.5474771 0.9824360302
45 23933 1844 1844 0 -0.3887684502 2.683187604 -3.640149208 5.350058855 8.990208063 -4.275105362 8.142743522 12.41784888 0.7038456885 4.808577043 7.574991362 304.0060066 0.9989040472
46 31536 490 490 0 -0.6439501048 18.89939413 -2.180555309 6.225015677 8.405570986 -138.4767701 160.4171455 298.8939156 -0.09065505182 19.47063321 161.3495861 292.353888 0.9596160796
47 170879 14727 14726 1 -41.36781404 81.91857775 -53.63696397 122.0255115 175.6624754 -179.4596206 169.8057272 349.2653478 0.1939214914 163.1351565 166.8707833 142.5533533 0.1671402621
48 180387 449 449 0 -2.758956591 14.99477905 -19.29070791 27.75008471 47.04079263 -19.76379614 57.19145015 76.95524628 1.194991779 34.40018677 63.8415522 22.57796879 0.9666798944
49 216003 592 592 0 -1.228956587 6.6964397 -8.181378083 12.71293616 20.89431424 -18.3385944 23.93521981 42.27381421 0.8161069044 18.92969412 29.08691044 12.38506132 0.9931975091
50 100419 364 363 1 -3.370336198 13.36555303 -15.46024254 28.54466487 44.00490741 -17.63208582 39.36245649 56.99454231 1.11802635 34.93921266 45.75700429 351.5637021 0.9732280983
51 30170 58 58 0 15.46288962 65.91198862 -136.1839404 23.23168342 159.4156239 -141.746539 84.18333369 225.9298726 -0.8764888749 152.1002283 157.6628268 277.1002845 0.5065424858
52 152163 262 262 0 -7.055802761 91.67926055 -176.5359849 133.6879089 310.2238938 -179.7761599 179.3184337 359.0945935 -0.2273360347 169.9752175 176.9254247 265.0637722 0.3098169463
53 65454 2272 2271 1 -3.203229097 10.6972968 -10.79065196 23.42377277 34.21442473 -12.22354737 42.37047075 54.59401813 1.534527067 27.78074093 46.72743892 308.1023338 0.9828254275
54 194136 811 811 0 4.359905153 36.16241332 -116.4675271 11.94708663 128.4146137 -134.3593932 15.57026821 149.9296614 -2.747587856 121.2909694 139.1828355 37.58415603 0.8563580868
55 167895 8306 8306 0 -8.258296015 84.07810868 -14.35011565 168.5847745 182.9348901 -23.17978199 178.9443599 202.1241419 0.5249276476 178.0320607 179.9986108 280.7261162 0.2603835445
56 105817 651 651 0 1.590973512 14.029044 -26.04147264 23.04714005 49.08861269 -30.07523239 30.18864368 60.26387608 -0.2163410885 27.63796172 31.49969632 346.3320325 0.9703709641
57 36175 74 74 0 3.198601928 20.5074514 -36.75358077 26.58924056 63.34282132 -39.10476815 33.71925153 72.82401968 -0.5772381976 46.33457448 48.68576186 16.53807757 0.9374512828
58 27925 851 851 0 -6.817245255 17.17380103 -16.7713309 36.22712473 52.99845564 -18.27586863 50.1142763 68.39014492 1.057929695 50.75966492 64.64681648 334.1575189 0.9560571813
59 11323 1241 1241 0 -1.73405741 6.124871888 -3.612399591 5.021372224 8.633771815 -3.726672603 43.24347653 46.97014913 4.682147758 7.333563371 45.55566768 295.8835912 0.9944411197
60 68428 536 536 0 -1.699982802 11.73792632 -14.74725271 22.37552452 37.12277724 -18.16795312 34.51173884 52.67969196 0.6482485411 20.35289361 32.48910793 58.143831 0.9792105277
61 38099 482 482 0 -2.650899142 51.96985362 -120.9532502 34.05453201 155.0077823 -123.2290694 35.23311682 158.4621862 -1.371936094 151.9866614 154.2624806 56.87586149 0.6892619947
62 44698 44 44 0 -3.583224821 15.46554317 -15.61737209 34.35379131 49.9711634 -16.19573389 40.39513058 56.59086447 1.040725327 40.94042667 46.98176594 308.5002072 0.9642558319
63 144131 58 58 0 -10.17529966 78.50505208 -170.8756569 131.1377884 302.0134453 -176.4956594 179.2998602 355.7955195 -0.4246788953 162.9525398 172.1102124 268.2155566 0.5355624537
64 36856 338 338 0 -6.23827807 18.63039607 -11.27772906 39.1707575 50.44848656 -14.76838396 104.5098876 119.2782716 2.421097569 47.04602843 112.3851585 308.0343359 0.9512280535
65 48786 4811 4811 0 -4.195399355 13.76496165 -10.71181848 36.94647285 47.65829134 -11.67971567 53.0662492 64.74596487 2.100909197 43.37399034 59.49376669 298.8879075 0.9720528446
66 22481 159 159 0 13.90121042 41.14883104 -67.37326619 62.76355877 130.136825 -137.4060652 101.3430023 238.7490675 -1.050980497 92.04530624 152.092015 75.3834693 0.8028872986
67 168382 1694 1693 1 32.44680641 84.1169135 -134.8364838 40.92204546 175.7585293 -165.5221037 162.5524065 328.0745102 -0.1807964485 168.232881 172.7546586 224.0709254 0.1701925687
68 32346 103 103 0 -9.623590546 74.09044338 -33.6808728 139.7297445 173.4106174 -77.22308871 178.2360448 255.4591335 0.7777809706 169.3872707 170.1740463 271.1982918 0.4147944847
69 56631 41 41 0 0.6653595944 22.14249689 -31.67132222 36.01845007 67.68977229 -66.11176021 41.30474809 107.4165083 -0.4210178442 37.91596469 72.35640268 62.54465198 0.9283452326
70 170788 77 77 0 35.08767414 63.79229602 -92.43465531 69.39684171 161.831497 -100.279574 87.18752274 187.4670968 -0.2142877907 138.0826075 145.9275262 78.30116596 0.4596134024
71 27803 336 334 2 22.10062315 61.19473874 -122.5995608 55.00946411 177.6090249 -141.7661808 175.8493516 317.6155324 -0.4047140072 153.3718842 172.5385043 353.7623414 0.5699457155
72 100641 362 362 0 -3.279222125 65.08632338 -25.71760384 166.4921921 192.209796 -26.60445356 173.704359 200.3088126 1.424238403 176.3392604 179.8696239 283.2589159 0.6049948531
73 30926 1474 1474 0 -1.305588749 8.554699162 -7.650378281 7.085171037 14.73554932 -9.576645736 42.0917719 51.66841763 3.20355601 8.643164722 42.56269338 310.4410391 0.9891476196
74 26689 90 90 0 10.57954061 72.26495871 -125.7693724 74.53329369 200.3026661 -138.4901416 140.2337275 278.7238691 -0.2809457325 154.9071916 169.3629888 38.46987576 0.3664794054
75 68019 47 47 0 -0.5199409543 9.688454084 -15.37771474 15.63358095 31.01129568 -17.25059286 21.16133309 38.41192596 0.1133164135 19.10612567 20.80663799 9.266726099 0.9857773982
76 206632 403 403 0 12.31782595 94.89910332 -121.827484 175.7628304 297.5903143 -179.9400642 179.9749166 359.9149808 0.197914839 175.6744178 178.4631141 83.41171509 0.2574369239
77 103681 17209 17209 0 -18.32253765 71.06329527 -43.336648 129.3364977 172.6731457 -98.84689597 137.0949162 235.9418122 0.5566540589 159.5685393 167.3269578 310.2749203 0.39384206
78 148703 7880 7879 1 -21.56202441 73.46062974 -59.65210852 115.4531478 175.1052563 -77.70688444 127.9204476 205.627332 0.2794111432 170.9999989 179.995581 332.0888688 0.3157263283
79 20892 2421 2421 0 -3.259286308 11.81484406 -8.170736379 36.00365917 44.17439554 -8.524406297 51.99995677 60.52436307 2.671601437 40.07688622 56.07318382 300.7480175 0.9794751553
80 186177 674 674 0 -1.904056457 7.420969866 -8.71870735 15.47584539 24.19455274 -9.609067861 29.73911872 39.34818658 1.070102563 17.56279884 31.82607216 12.50113372 0.9916558944
81 103159 12 12 0 14.02601459 24.1154853 -30.92004923 26.00945524 56.92950447 -32.2355756 29.19782124 61.43339684 -0.3233604628 54.32084138 55.63636775 324.3384625 0.9130218765
82 67639 232 232 0 0.8734033726 12.98467243 -26.24954248 14.88287169 41.13241417 -62.20226797 18.00704651 80.20931448 -2.152165857 26.60373468 62.55646018 313.3047438 0.9753521839
83 66530 190 190 0 -1.166804173 11.7414681 -7.7736009 8.305690355 16.07929126 -49.94580941 84.3732716 134.319081 3.573115244 11.30037485 87.03943493 319.2779993 0.9810512276
84 120967 3282 3282 0 -5.23332051 22.66611253 -15.70118651 33.61800829 49.3191948 -178.8291162 179.1413567 357.970473 3.340875828 42.74568861 179.7422054 273.2205462 0.9404711259
85 97767 50 50 0 -11.08958452 53.57980194 -36.4718783 101.0988999 137.5707782 -43.48775405 123.2843405 166.7720946 1.042254476 113.0103875 135.1958281 344.1239685 0.6402730855
86 29030 67 67 0 0.531942193 35.56697942 -19.52743757 9.37374665 28.90118422 -161.1014364 146.233813 307.3352494 0.329775859 78.5047652 157.1416502 297.5475724 0.8825404487
87 47728 464 0 464 nan nan nan nan nan nan nan nan nan nan nan nan nan
88 184492 143 143 0 2.215422734 90.34568085 -124.5580241 162.006983 286.5650071 -134.1318573 166.9960878 301.1279451 0.2184612946 158.9021434 163.8912481 96.13365009 0.2510724813
89 35931 263 263 0 -5.595323835 20.23816175 -9.505324986 44.58672259 54.09204758 -71.8911056 86.89891902 158.7900246 1.636707095 57.03996905 93.4295198 303.1953477 0.9430178511
90 37187 808 808 0 -16.26067021 60.12725177 -36.72562342 137.0263891 173.7520125 -160.9939004 141.7347924 302.7286928 1.02800026 152.6272319 157.3356351 309.8115523 0.5838432756
91 30637 514 514 0 -1.699266851 19.27914905 -5.489510087 5.603384499 11.09289459 -85.68537599 112.5066261 198.1920021 2.955563947 9.370774961 115.5024967 298.6706409 0.9551097779
92 220873 832 832 0 -3.018040152 14.68984175 -13.8358967 22.86079598 36.69669267 -18.06993565 76.66610566 94.73604131 2.723690231 24.31107449 78.11638418 318.0443629 0.9693067317
93 222104 209 209 0 0.590776231 14.63647018 -24.10898978 24.89034447 48.99933425 -27.49951035 37.69302912 65.19253948 0.1833973169 29.15608396 33.27500527 30.32416521 0.9678126825
94 22061 308 308 0 3.564508928 47.54896805 -18.44899631 164.0772611 182.5262574 -124.1470536 165.0411184 289.188172 2.632361343 161.3491647 162.3130221 290.6993366 0.8165637472
95 30312 258 258 0 -11.31980182 36.1601758 -20.8779622 27.05524989 47.93321209 -151.5237196 93.18554028 244.7092599 -2.494906572 39.39308385 140.100026 63.45299499 0.8652731398
96 28595 68 68 0 0.8728962373 20.44243391 -37.60580763 27.07912112 64.68492875 -38.74736143 46.27035641 85.01771784 -0.4142502266 40.21111183 43.75838706 15.9609703 0.938001219
97 165014 9316 9316 0 3.786579424 77.35095154 -167.5479337 9.04011958 176.5880533 -170.8637018 142.7682744 313.6319761 -0.912631599 172.8963547 176.2121228 257.1873837 0.4387938405
98 167109 2034 2034 0 -2.431020183 30.83816445 -34.68448185 44.04726145 78.73174331 -179.1735434 174.0334993 353.2070427 2.352794232 50.5065445 179.2598058 359.1340047 0.8958698038
99 11041 427 427 0 2.600625512 18.19942991 -49.1094732 8.489986684 57.59945989 -52.60941276 140.0072878 192.6167005 0.7268442242 52.6011356 137.1063271 92.92813025 0.9574402378
100 70703 2 2 0 2.842170943e-14 0.4440393083 -0.3996353775 0.3996353775 0.799270755 -0.4440393083 0.4440393083 0.8880786166 nan 0.8436746858 0.8880786166 276.2339699 0.9999699693
101 159615 31 31 0 -4.980979192 25.14152974 -33.19953423 43.08962419 76.28915842 -35.57235855 51.69920309 87.27156164 0.3768337796 61.910511 70.52008989 2.220414289 0.9067279994
102 32446 31 31 0 0.5129940271 5.517369501 -10.22268032 5.618651334 15.84133165 -19.29327869 7.606731024 26.90000971 -2.582109053 13.25809436 18.29529569 291.2090671 0.9953973925
103 174566 355 355 0 -9.763975422 83.34503929 -23.32890528 154.767038 178.0959433 -151.7614925 162.1422836 313.9037762 0.4150348404 175.1743276 177.0047027 107.1141963 0.2437446958
104 28477 22 22 0 -5.090405228 26.02583238 -14.85297772 20.25454921 35.10752694 -16.3016806 112.5763097 128.8779903 3.623117923 27.53891486 119.8606754 32.43064478 0.920645766
105 3718 9 9 0 0.8414707483 10.99102184 -14.7609523 13.95948732 28.72043962 -15.18151234 15.25525093 30.43676327 -0.08905011611 25.60711504 26.02767508 65.55434634 0.9816846819
106 20506 251 251 0 0.2231995413 3.037050416 -0.5324116747 0.9212912017 1.453702876 -47.23390565 1.366477652 48.60038331 -15.06976194 0.9021874083 47.35401283 93.79100365 0.9986700538
107 222868 419 419 0 -0.9358586015 8.302417823 -12.82137801 14.42103439 27.2424124 -15.13322334 19.31082865 34.44405199 0.2597897282 16.8063364 21.69613066 29.22737867 0.9895417309
108 85256 5782 5782 0 8.09207223 49.5147457 -60.64038611 58.45098476 119.0913709 -174.283179 64.25895135 238.5421303 -0.3345975926 105.1690955 179.8914294 355.8831425 0.6713059727
109 57865 1 1 0 0 0 0 0 0 0 0 0 nan 0 0 310.0457185 1
110 59177 1466 1466 0 -1.950408883 11.54507595 -15.16472158 20.92215852 36.0868801 -17.10000443 35.68115606 52.78116049 0.4998449614 24.00323933 38.76223686 310.7871464 0.979854425
111 73614 72 72 0 -0.1828609202 50.87625584 -93.95684799 115.3224378 209.2792858 -162.5109026 128.4994882 291.0103908 -0.6888824781 141.5130367 164.7961253 313.5760472 0.7648116428
112 135813 30 30 0 -8.074908897 82.4626417 -172.2050578 131.7376004 303.9426582 -174.7641382 169.7255133 344.4896515 -0.3608948797 165.7091344 178.7740523 267.4530352 0.482147719
113 127571 138 138 0 -6.654296726 34.48510836 -14.11079672 38.41578684 52.52658356 -175.9059227 161.4960873 337.40201 1.60162282 65.15487813 169.7655145 270.9789001 0.8877089728
114 32374 363 363 0 -5.969866723 66.2194316 -27.30651981 151.5265805 178.8331003 -29.11122675 153.0832313 182.1944581 1.310856525 156.5234766 158.0801274 301.2877142 0.5708976022
115 31230 4 4 0 10.56647768 67.49675238 -121.5872736 11.99636282 133.5836364 -144.7810037 12.12117539 156.9021791 -1.999126759 133.708449 156.9021791 80.72161703 0.5316703024
116 39170 131 131 0 3.767974254 53.67442251 -39.89744501 107.8634651 147.7609101 -90.28192498 151.276514 241.558439 0.945917185 137.5497178 179.0372333 334.4966059 0.6540171329
117 29732 87 87 0 10.8104129 55.18269487 -105.6697473 35.42964449 141.0993918 -178.3204701 170.2191923 348.5396623 -0.7469625214 140.7325596 146.6167176 43.61913793 0.6590205979
118 215664 1375 1375 0 -26.85982526 43.85026155 -44.82712511 58.42460932 103.2517344 -93.88878258 131.3914747 225.2802573 0.288151949 92.95724391 165.9241093 354.9326362 0.7258652718
119 21252 2355 2354 1 -0.236961511 4.063635667 -6.573952829 7.339934904 13.91388773 -9.03174142 12.63667554 21.66841696 0.3499413949 8.086003333 12.49768141 309.4887656 0.9974880576
120 133466 1195 1195 0 -7.796277407 28.93828281 -10.79398053 43.06348723 53.85746776 -168.3665354 133.2686641 301.6351995 3.161539568 52.78522039 159.0737208 267.8355172 0.9098059725
121 36616 156 156 0 -2.170623132 13.50007755 -5.471462075 5.479992944 10.95145502 -5.665769146 82.28002609 87.94579524 5.495193932 8.513356922 85.31339007 298.3263119 0.9762276828
122 163368 843 843 0 1.573355214 18.14202028 -33.63495419 29.52408611 63.1590403 -40.57762051 55.98343368 96.56105419 -0.01423035451 36.74292413 53.58466016 70.27189996 0.9510274927
123 50865 112 112 0 -8.415867545 19.99641548 -12.26727839 41.45228563 53.71956403 -70.42773865 86.87031318 157.2980518 1.577327344 51.81631024 95.77065579 318.418744 0.9440880342
124 18540 4 4 0 10.38915552 18.81755822 -26.49275233 10.57087137 37.0636237 -32.99763689 10.59925147 43.59688836 -1.999871525 37.0920038 43.59688836 78.87497063 0.9472104731
125 172608 1874 1874 0 -46.76665615 86.27695733 -60.39552493 116.7630765 177.1586014 -179.999011 179.9951874 359.9941985 0.1266931964 156.7356715 163.418969 148.0066516 0.1158855342
126 28055 3 3 0 0.7334073128 84.78350459 -0.8632508439 161.7968479 162.6600987 -1.040657306 179.6927857 180.733443 1.731482053 161.240847 178.9593784 92.4910817 0.3332558368
127 6253 1456 1456 0 -0.3033614119 3.082484213 -4.17551673 4.93294349 9.10846022 -4.361102721 19.37084168 23.7319444 0.7104792111 6.556629028 20.99452722 296.5215688 0.9985544735
128 155395 249 249 0 74.74822901 85.00990509 -66.89144661 134.1727294 201.064176 -66.95693231 136.3583911 203.3153234 0.1221516426 167.9572783 176.0012724 323.8329523 0.1253933711
129 127305 573 573 0 -5.394345503 27.74270912 -10.55143674 32.48813089 43.03956763 -179.8679134 177.8821798 357.7500932 1.715499059 42.72899348 178.2389922 267.3181445 0.9286965977
130 57683 54 54 0 -6.078576188 15.05293932 -8.385248551 31.99577537 40.38102392 -8.407986311 62.94920616 71.35719247 2.389533635 38.18855769 69.14198847 6.968991541 0.9670293379
131 172893 300 300 0 -32.56206547 87.53207997 -47.00188394 126.4076321 173.409516 -176.4294227 131.8523316 308.2817542 0.01811851066 171.6214703 174.3996909 132.4141588 0.1598065804
132 30253 2 2 0 0 11.88073396 -10.69266056 10.69266056 21.38532112 -11.88073396 11.88073396 23.76146791 nan 22.57339452 23.76146791 317.9392631 0.9785782672
133 99770 1324 1322 2 -3.201747924 12.36204131 -13.40287216 26.69696342 40.09983558 -15.27685716 48.0651715 63.34202866 1.307510167 31.55481479 52.92302288 322.6581021 0.9770982628
134 41926 246 246 0 1.052753176 21.72549906 -50.81228449 29.3083679 80.12065239 -56.98287425 87.58831977 144.571194 -0.7381726827 52.90587342 85.82283275 293.9204163 0.9322776216
135 84771 668 668 0 7.526476638 54.88449371 -125.9214752 22.00480929 147.9262845 -179.6548666 179.6176039 359.2724705 -1.047532678 139.0500515 179.3595621 347.3671384 0.6844147187

K=157, STD=0.007802960163
n = trajectories per cluster; conditions overlap.
n = 1: clusters=3/157 (1.91%); trajectories=3/194124 (0.00%)
n < 10: clusters=13/157 (8.28%); trajectories=44/194124 (0.02%)
n < 100: clusters=54/157 (34.39%); trajectories=2009/194124 (1.03%)

K=157, phase=backward, parameter=a [km]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
0 158797 9821 0 9821 nan nan nan nan nan nan nan nan nan nan nan nan nan
1 69158 1243 1243 0 200709.7068 1209.546895 199497.3146 203351.3151 3854.000511 199231.0362 204516.273 5285.236857 0.733191959 3821.001629 4985.959534 nan nan
2 23125 662 662 0 239456.9571 1382.698617 236687.6871 240791.0492 4103.362136 235382.7243 240882.7772 5500.052892 -0.5742603107 2678.202067 3983.164831 nan nan
3 183316 457 0 457 nan nan nan nan nan nan nan nan nan nan nan nan nan
4 41470 282 282 0 208764.1007 2722.914987 204813.1025 212978.7901 8165.687642 202959.5136 215740.4329 12780.91929 0.14745006 4416.496394 6831.736682 nan nan
5 146384 331 0 331 nan nan nan nan nan nan nan nan nan nan nan nan nan
6 4095 12 12 0 239041.562 2556.937738 234628.484 240886.741 6258.257001 234493.2849 240981.4134 6488.128477 -0.3451753003 6093.534673 6228.73375 nan nan
7 32460 226 226 0 222139.4031 5294.320554 213659.9621 230409.1223 16749.16022 211907.6683 231375.1727 19467.50431 -0.03868366048 9273.34337 10114.62857 nan nan
8 82489 286 286 0 202289.4002 1627.227325 198502.1872 202579.3071 4077.119917 193052.5207 202629.9225 9577.401807 -4.160853137 3585.727802 9035.394261 nan nan
9 85560 4163 0 4163 nan nan nan nan nan nan nan nan nan nan nan nan nan
10 10651 4476 4476 0 221603.124 3916.110295 214937.6684 227346.4706 12408.80221 213876.9355 228900.2656 15023.33007 -0.1077506052 7009.218584 8069.951497 nan nan
11 173174 259 0 259 nan nan nan nan nan nan nan nan nan nan nan nan nan
12 21398 279 279 0 235935.1429 461.8615746 235101.8218 236711.1801 1609.358233 234052.61 236953.0905 2900.480559 -0.8327672815 1000.961896 1771.689696 nan nan
13 154480 1680 0 1680 nan nan nan nan nan nan nan nan nan nan nan nan nan
14 173287 1008 0 1008 nan nan nan nan nan nan nan nan nan nan nan nan nan
15 45881 690 690 0 199307.1507 1903.732833 197615.3366 203331.4855 5716.148939 197454.99 204439.709 6984.719045 0.6253560879 4835.390832 5943.614373 nan nan
16 91250 821 821 0 220458.6735 5590.324063 212871.4368 230690.5578 17819.12099 210730.3385 233667.577 22937.23857 0.2754587753 11373.37163 14350.39085 nan nan
17 70288 82 82 0 201491.9269 1950.637183 196723.4437 202441.7343 5718.290629 193076.1974 202632.3688 9556.171394 -3.220090632 4309.413273 7956.659521 nan nan
18 124736 8042 0 8042 nan nan nan nan nan nan nan nan nan nan nan nan nan
19 31656 99 99 0 238703.8032 2492.215351 233905.914 240990.4138 7084.499752 232642.0481 241020.0564 8378.008332 -0.4889676951 4343.18788 5607.053866 nan nan
20 110199 1001 1001 0 209134.6506 5721.638732 204928.9959 219672.9221 14743.92618 204459.0385 233148.234 28689.19545 1.916086569 9752.339727 23227.65164 nan nan
21 30097 108 108 0 234604.4619 843.613922 234176.0711 235618.3815 1442.310425 230759.0347 235816.9177 5057.882947 -2.474594636 1249.606998 3787.672915 nan nan
